snapped_at,price,market_cap,total_volume
2022-08-14 00:00:00 UTC,0.028938757251160078,0.0,2442812.141378837
2022-08-15 00:00:00 UTC,0.030619042170532088,0.0,1518867.512046804
2022-08-16 00:00:00 UTC,0.03477198398512334,0.0,2281181.0721345344
2022-08-17 00:00:00 UTC,0.03390205902063678,0.0,2382191.372481498
2022-08-18 00:00:00 UTC,0.029499100177011343,0.0,1728281.333104768
2022-08-19 00:00:00 UTC,0.027530181154747438,0.0,1198168.446479065
2022-08-20 00:00:00 UTC,0.027005249890910195,0.0,2489509.1271733437
2022-08-21 00:00:00 UTC,0.027322315610748122,0.0,1736696.8749341732
2022-08-22 00:00:00 UTC,0.028793503911335984,0.0,1128323.9320819534
2022-08-23 00:00:00 UTC,0.02792846103214209,0.0,1693812.4357092504
